GCA_000019725.1_ASM1972v1,Methylobacterium radiotolerans JCM 2831,Bacteria;Pseudomonadota;Alphaproteobacteria,JCM 2831,SAMN00000277,PRJNA18817,Complete,6.89911,71.0375,chromosome:NC_010505.1/CP001001.1; plasmid pMRAD01:NC_010510.1/CP001002.1; plasmid pMRAD02:NC_010509.1/CP001003.1; plasmid pMRAD03:NC_010514.1/CP001004.1; plasmid pMRAD04:NC_010517.1/CP001005.1; plasmid pMRAD05:NC_010518.1/CP001006.1; plasmid pMRAD06:NC_010502.1/CP001007.1; plasmid pMRAD07:NC_010504.1/CP001008.1; plasmid pMRAD08:NC_010507.1/CP001009.1,9.0,6407.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/019/725/GCA_000019725.1_ASM1972v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/019/725/GCF_000019725.1_ASM1972v1,2023-08-22_NCBI-genomes/GCF_000019725.1_ASM1972v1,Bacteria,Alphaproteobacteria,Hyphomicrobiales,Methylobacteriaceae,Methylobacterium,Methylobacterium radiotolerans,pAAPB,1.0,31.0,chromosome,pAAPB
GCA_021228015.1_ASM2122801v1,Methylobacterium currus,Bacteria;Pseudomonadota;Alphaproteobacteria,TP-3,SAMN23575920,PRJNA785758,Complete,7.74005,70.3941,chromosome 1:NZ_CP089295.1/CP089295.1; chromosome 2:NZ_CP089296.1/CP089296.1; plasmid unnamed1:NZ_CP089297.1/CP089297.1; plasmid unnamed2:NZ_CP089298.1/CP089298.1; plasmid unnamed3:NZ_CP089299.1/CP089299.1; plasmid unnamed4:NZ_CP089300.1/CP089300.1,6.0,6765.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/228/015/GCA_021228015.1_ASM2122801v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/228/015/GCF_021228015.1_ASM2122801v1,2023-08-22_NCBI-genomes/GCF_021228015.1_ASM2122801v1,Bacteria,Alphaproteobacteria,Hyphomicrobiales,Methylobacteriaceae,Methylobacterium,Methylobacterium currus,,1.0,31.0,chromosome,pAAPB
GCA_001548015.1_ASM154801v1,Methylobacterium aquaticum,Bacteria;Pseudomonadota;Alphaproteobacteria,MA-22A,SAMD00024788,PRJDB3341,Complete,7.55796,70.7725,chromosome:NZ_AP014704.1/AP014704.1; plasmid pMaq22A_1p:NZ_AP014705.1/AP014705.1; plasmid pMaq22A_2p:NZ_AP014706.1/AP014706.1; plasmid pMaq22A_3p:NZ_AP014707.1/AP014707.1; plasmid pMaq22A_4p:NZ_AP014708.1/AP014708.1; plasmid pMaq22A_5p:NZ_AP014709.1/AP014709.1,6.0,6767.0,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/548/015/GCF_001548015.1_ASM154801v1,2023-08-22_NCBI-genomes/GCF_001548015.1_ASM154801v1,Bacteria,Alphaproteobacteria,Hyphomicrobiales,Methylobacteriaceae,Methylobacterium,Methylobacterium aquaticum,pAAPB,1.0,31.0,chromosome/plasmid,pAAPB
GCA_000012565.1_ASM1256v1,Ehrlichia canis str. Jake,Bacteria;Pseudomonadota;Alphaproteobacteria,Jake,SAMN02598261,PRJNA10694,Complete,1.31503,29.0,chromosome:NC_007354.1/CP000107.1,1.0,935.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/012/565/GCA_000012565.1_ASM1256v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/012/565/GCF_000012565.1_ASM1256v1,2023-08-22_NCBI-genomes/GCF_000012565.1_ASM1256v1,Bacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Ehrlichia,Ehrlichia canis,,,,,
GCA_007972595.1_ASM797259v1,Wolbachia pipientis,Bacteria;Pseudomonadota;Alphaproteobacteria,wMel_I23,SAMN12414621,PRJNA557362,Complete,1.26914,35.2,chromosome:NZ_CP042444.1/CP042444.1,1.0,1245.0,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/972/595/GCF_007972595.1_ASM797259v1,2023-08-22_NCBI-genomes/GCF_007972595.1_ASM797259v1,Bacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Wolbachia,Wolbachia pipientis,,,,,
GCA_023559145.1_ASM2355914v1,Wolbachia endosymbiont of Ostrinia scapulalis,Bacteria;Pseudomonadota;Alphaproteobacteria,wSca,SAMN27755342,PRJNA831588,Complete,1.32034,33.7,chromosome:NZ_CP096926.1/CP096926.1,1.0,1172.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/559/145/GCA_023559145.1_ASM2355914v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/559/145/GCF_023559145.1_ASM2355914v1,2023-08-22_NCBI-genomes/GCF_023559145.1_ASM2355914v1,Bacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Wolbachia,Wolbachia endosymbiont,,,,,
GCA_000016185.1_ASM1618v1,Rhodospirillum centenum SW,Bacteria;Pseudomonadota;Alphaproteobacteria,SW; ATCC 51521,SAMN02603908,PRJNA18307,Complete,4.35554,70.5,chromosome:NC_011420.2/CP000613.2,1.0,3883.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/016/185/GCA_000016185.1_ASM1618v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/016/185/GCF_000016185.1_ASM1618v1,2023-08-22_NCBI-genomes/GCF_000016185.1_ASM1618v1,Bacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Rhodospirillum,Rhodospirillum centenum,PNSB,1.0,30.0,chromosome,PNSB
GCA_000009985.1_ASM998v1,Magnetospirillum magneticum AMB-1,Bacteria;Pseudomonadota;Alphaproteobacteria,AMB-1,SAMD00061077,PRJNA16217,Complete,4.96715,65.1,chromosome:NC_007626.1/AP007255.1,1.0,4589.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/009/985/GCA_000009985.1_ASM998v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/009/985/GCF_000009985.1_ASM998v1,2023-08-22_NCBI-genomes/GCF_000009985.1_ASM998v1,Bacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Magnetospirillum,Magnetospirillum magneticum,,,,,
GCA_000225955.1_ASM22595v1,Rhodospirillum rubrum F11,Bacteria;Pseudomonadota;Alphaproteobacteria,F11,SAMN02603286,PRJNA67413,Complete,4.35283,65.4,chromosome:NC_017584.1/CP003046.1,1.0,3806.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/225/955/GCA_000225955.1_ASM22595v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/225/955/GCF_000225955.1_ASM22595v1,2023-08-22_NCBI-genomes/GCF_000225955.1_ASM22595v1,Bacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Rhodospirillum,Rhodospirillum rubrum,PNSB,1.0,30.0,chromosome,PNSB
GCA_000021005.1_ASM2100v1,Cereibacter sphaeroides KD131,Bacteria;Pseudomonadota;Alphaproteobacteria,KD131; KCTC 12085,SAMN02603252,PRJNA31111,Complete,4.71114,69.1055,chromosome 1:NC_011963.1/CP001150.1; chromosome 2:NC_011958.1/CP001151.1; plasmid pRSKD131A:NC_011962.1/CP001152.1; plasmid pRSKD131B:NC_011960.1/CP001153.1,4.0,4335.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/021/005/GCA_000021005.1_ASM2100v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/021/005/GCF_000021005.1_ASM2100v1,2023-08-22_NCBI-genomes/GCF_000021005.1_ASM2100v1,Bacteria,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Cereibacter,Cereibacter sphaeroides,PNSB,1.0,32.0,chromosome,PNSB
GCA_002073975.1_ASM207397v1,Rhodovulum sp. MB263,Bacteria;Pseudomonadota;Alphaproteobacteria,MB263,SAMN06610252,PRJNA379495,Complete,4.16256,67.0269,chromosome:NZ_CP020384.1/CP020384.1; plasmid pRSMBA:NZ_CP020385.1/CP020385.1; plasmid pRSMBB:NZ_CP020386.1/CP020386.1,3.0,3777.0,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/073/975/GCF_002073975.1_ASM207397v1,2023-08-22_NCBI-genomes/GCF_002073975.1_ASM207397v1,Bacteria,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Rhodovulum,Rhodovulum sp.,PNSB,1.0,32.0,chromosome,PNSB
GCA_022227035.1_ASM2222703v1,Cereibacter azotoformans,Bacteria;Pseudomonadota;Alphaproteobacteria,ORIO,SAMN20253214,PRJNA747035,Complete,4.80297,68.1388,chromosome 1:NZ_CP089965.1/CP089965.1; chromosome 2:NZ_CP089966.1/CP089966.1; plasmid pORIO1:NZ_CP089967.1/CP089967.1; plasmid pORIO2:NZ_CP089968.1/CP089968.1; plasmid pORIO3:NZ_CP089969.1/CP089969.1; plasmid pORIO4:NZ_CP089970.1/CP089970.1; plasmid pORIO5:NZ_CP089971.1/CP089971.1; plasmid pORIO6:NZ_CP089972.1/CP089972.1,8.0,4485.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/227/035/GCA_022227035.1_ASM2222703v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/227/035/GCF_022227035.1_ASM2222703v1,2023-08-22_NCBI-genomes/GCF_022227035.1_ASM2222703v1,Bacteria,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Cereibacter,Cereibacter azotoformans,,1.0,32.0,chromosome,PNSB
GCA_000016725.1_ASM1672v1,Acidiphilium cryptum JF-5,Bacteria;Pseudomonadota;Alphaproteobacteria,JF-5,SAMN02598339,PRJNA15753,Complete,3.96308,67.0985,chromosome:NC_009484.1/CP000697.1; plasmid pACRY01:NC_009467.1/CP000689.1; plasmid pACRY02:NC_009468.1/CP000690.1; plasmid pACRY03:NC_009469.1/CP000691.1; plasmid pACRY04:NC_009470.1/CP000692.1; plasmid pACRY05:NC_009471.1/CP000693.1; plasmid pACRY06:NC_009472.1/CP000694.1; plasmid pACRY07:NC_009473.1/CP000695.1; plasmid pACRY08:NC_009474.1/CP000696.1,9.0,3601.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/016/725/GCA_000016725.1_ASM1672v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/016/725/GCF_000016725.1_ASM1672v1,2023-08-22_NCBI-genomes/GCF_000016725.1_ASM1672v1,Bacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acidiphilium,Acidiphilium cryptum,AAPB,,,,AAPB
